ni	xi
750	16
454	14
647	7
514	15
372	3
664	8
634	8
424	3
594	10
592	10
667	8
526	11
177	2
630	13
643	7
484	6
561	8
652	8
668	9
534	5
433	6
200	2
525	11
581	8
369	5
685	8
393	7
355	4
577	11
293	4
376	4
274	4
664	10
651	13
359	3
590	9
656	10
219	1
669	17
432	7
586	13
601	2
613	4
356	5
647	10
546	3
611	7
611	6
631	20
316	1
248	2
500	3
682	2
600	6
259	1
296	5
319	3
348	5
180	2
461	9
450	4
629	0
577	7
495	7
473	2
616	5
420	6
458	4
242	2
619	6
341	6
308	5
573	3
158	0
298	7
585	4
512	8
127	1
408	2
682	6
662	11
676	12
578	6
451	3
693	9
573	11
255	2
549	8
523	6
592	9
589	10
300	3
557	11
260	4
537	1
644	7
302	3
588	5
190	1
104	0
436	3
750	8
265	8
622	6
689	8
630	13
303	5
566	6
745	9
652	5
638	6
347	3
257	2
647	7
626	12
605	5
113	2
578	13
241	1
652	10
704	13
580	3
488	9
541	6
470	5
658	8
412	5
211	2
637	6
638	6
680	4
505	4
574	9
254	3
394	7
611	6
407	3
637	3
594	1
341	2
639	8
647	6
462	4
205	2
529	3
602	7
592	5
542	5
230	4
554	6
174	3
335	7
543	3
180	2
343	5
240	1
616	9
415	3
337	5
644	11
662	11
270	5
553	4
616	10
527	8
613	9
608	18
560	3
170	2
508	5
219	4
596	10
157	1
658	12
611	10
348	9
594	9
453	1
461	1
578	4
538	6
585	3
381	7
544	5
594	8
638	9
294	7
622	11
374	1
750	9
255	2
361	1
662	6
551	8
351	3
406	3
577	4
371	4
613	11
423	6
549	3
580	4
606	3
578	5
376	1
629	8
549	4
750	10
587	7
603	6
598	3
661	2
613	10
659	9
367	2
236	4
353	5
590	1
475	8
557	2
677	9
331	6
618	9
313	5
135	2
339	5
440	9
620	2
542	4
567	9
361	4
341	5
463	3
559	17
609	6
563	3
681	7
644	7
746	21
206	5
584	2
604	6
287	4
427	1
604	5
539	2
506	3
646	5
612	11
589	10
415	1
703	4
244	3
295	1
449	4
396	6
465	6
584	4
204	3
504	3
604	6
618	6
433	7
670	6
593	8
197	3
220	2
588	3
435	9
477	8
308	3
563	8
474	5
453	7
235	0
599	3
634	3
577	6
287	9
564	7
530	7
687	14
564	11
566	4
283	0
684	18
388	3
671	11
652	8
620	7
628	19
695	7
688	4
633	10
423	5
608	6
264	1
624	6
743	15
647	8
595	5
464	9
250	4
448	2
325	8
282	2
693	7
161	0
561	5
439	3
684	8
475	1
572	6
380	2
640	5
301	1
343	1
575	6
263	2
629	7
473	3
650	10
475	4
158	2
131	2
558	6
639	9
653	22
465	6
627	4
622	11
537	4
608	9
514	8
430	6
179	3
438	9
190	3
675	8
397	5
590	7
572	5
587	10
551	4
508	6
223	4
597	7
750	14
189	4
578	7
324	7
642	6
374	6
362	3
493	11
328	8
575	9
236	1
450	3
349	3
630	8
520	12
297	3
576	9
389	6
625	7
545	5
585	6
418	7
342	5
123	0
446	9
621	4
230	4
308	11
573	7
297	2
309	1
693	13
707	5
623	3
383	2
243	3
559	5
595	5
322	4
530	7
616	7
487	9
657	7
121	0
116	1
100	1
297	1
435	8
549	9
495	3
672	1
671	11
652	11
655	5
515	5
644	10
638	2
678	9
605	6
702	6
599	13
286	5
498	8
537	9
633	4
358	8
563	6
326	6
620	9
392	7
632	7
377	5
664	5
567	6
702	9
664	4
650	7
213	1
601	4
616	14
481	7
662	9
616	7
436	6
643	7
135	4
248	5
599	10
507	9
620	9
384	6
358	3
503	6
676	11
515	12
474	4
501	5
524	4
577	15
575	7
243	5
497	8
327	9
391	3
332	4
167	2
657	2
635	14
152	1
609	3
438	2
487	2
338	1
618	3
461	7
622	3
510	4
513	11
584	8
659	11
529	2
200	2
692	5
620	13
628	6
681	4
530	8
681	6
691	8
565	4
589	6
713	8
610	13
386	6
471	5
616	7
529	12
620	8
627	8
284	2
629	10
649	7
405	13
179	1
627	5
478	4
593	5
651	7
631	13
551	6
596	7
639	3
550	4
626	16
484	2
606	3
619	6
618	3
636	7
408	0
500	4
636	11
724	9
325	3
353	6
599	9
446	6
612	2
611	5
569	8
478	10
709	9
427	2
652	9
597	8
183	0
544	5
554	4
646	7
629	11
378	5
420	4
722	13
396	8
342	4
630	6
538	6
422	3
561	3
628	10
618	8
625	5
613	16
457	6
446	6
745	6
563	4
454	5
321	5
606	5
657	15
449	2
587	11
539	3
214	0
629	3
638	9
447	5
637	8
599	5
587	7
650	9
589	5
184	1
750	6
640	2
637	10
397	6
655	8
472	2
602	4
127	0
577	4
524	5
496	6
587	16
651	5
395	5
543	11
587	8
313	4
595	6
273	1
108	1
651	7
117	1
568	2
674	4
603	7
374	8
591	11
681	6
348	0
485	11
304	2
598	8
394	7
594	5
565	8
152	1
644	2
320	2
510	2
593	5
618	7
428	0
715	9
314	2
443	13
386	4
516	4
441	9
322	4
429	8
645	5
617	7
542	7
304	2
648	7
597	7
585	6
390	3
689	7
669	12
569	8
542	6
635	3
750	16
444	6
512	9
568	11
665	12
557	7
676	9
583	14
648	16
217	4
523	5
224	3
266	2
532	5
618	11
600	7
546	7
521	11
485	8
139	2
583	5
552	4
300	5
583	9
210	2
286	3
251	2
647	8
379	5
602	7
332	0
458	7
526	8
532	9
466	4
605	5
253	2
292	2
447	5
669	8
608	11
633	8
607	11
685	13
649	2
536	5
654	2
637	5
325	3
602	12
335	7
692	4
606	7
619	6
402	5
375	9
582	3
193	3
561	9
664	8
455	5
498	5
618	17
616	5
243	2
655	9
633	8
544	6
615	6
595	6
491	2
595	10
621	10
602	7
647	7
609	3
727	16
484	5
576	16
122	2
512	6
644	4
568	19
566	5
493	8
278	8
599	4
611	6
347	2
486	2
694	10
573	7
400	2
190	1
535	10
539	8
548	7
226	1
332	6
485	2
525	5
334	5
176	2
670	9
602	5
337	1
565	8
593	1
560	8
507	8
666	5
190	0
238	7
578	13
214	3
162	4
391	7
655	11
618	6
434	8
638	7
597	7
333	5
278	2
564	5
323	3
473	9
334	6
355	1
601	10
374	6
624	6
211	4
233	4
547	4
288	2
320	4
334	1
306	2
218	0
671	11
593	3
645	6
654	15
206	1
459	9
524	5
750	12
457	4
599	9
526	8
520	7
611	5
125	2
577	4
238	3
471	1
749	8
629	11
610	14
651	11
597	11
441	14
629	6
662	3
597	8
575	12
432	7
595	6
550	17
509	8
559	6
466	5
433	7
585	16
653	6
540	2
395	4
508	4
366	1
578	1
642	5
569	4
611	7
616	8
194	3
619	4
622	10
414	9
600	8
279	4
234	8
422	5
504	6
295	5
497	5
328	9
581	8
512	1
379	12
636	7
548	10
566	15
662	17
180	2
104	1
157	0
329	3
584	12
624	12
510	6
641	6
288	8
336	4
459	2
643	7
591	5
145	3
333	5
609	7
557	4
520	6
685	9
428	4
540	6
423	8
552	10
614	8
116	0
543	11
678	9
357	7
526	5
750	8
594	7
283	2
254	4
421	3
664	9
488	6
525	3
567	13
439	2
429	4
424	7
601	4
521	5
553	9
549	3
540	4
608	5
543	2
363	3
590	9
318	4
454	3
466	3
488	1
225	5
645	2
287	2
611	5
675	9
568	10
377	3
175	0
383	4
585	6
382	4
638	6
600	1
642	4
534	6
598	4
698	10
574	4
693	6
559	5
330	5
520	5
486	4
272	5
126	2
488	4
614	6
212	2
493	7
201	1
594	1
620	8
647	9
604	10
440	3
641	9
373	3
626	4
471	5
210	3
698	9
371	12
248	1
653	6
398	3
303	3
571	4
567	3
502	9
463	3
584	7
502	6
348	8
436	4
298	6
568	10
473	6
139	3
489	8
619	2
501	3
652	7
613	15
615	6
563	8
613	4
488	4
644	14
370	2
608	12
445	2
572	5
638	11
644	10
270	2
487	6
356	2
652	10
325	4
444	3
616	4
121	2
749	11
748	4
248	5
347	8
514	9
568	3
592	9
636	7
494	4
132	1
601	9
130	1
303	2
610	10
545	8
418	4
660	3
116	1
517	8
582	6
265	4
215	3
627	4
637	4
382	7
588	3
554	13
593	4
647	4
292	3
556	13
626	5
630	12
258	2
461	3
237	0
622	13
611	13
575	7
555	7
486	10
603	9
452	6
176	3
675	7
640	5
485	7
118	2
674	11
700	7
228	2
635	6
590	3
646	9
631	12
622	8
262	2
474	1
568	3
608	9
538	8
531	18
530	7
642	7
737	8
587	9
594	6
469	13
292	5
660	5
509	9
342	3
395	4
408	3
533	5
603	7
526	7
657	5
341	3
360	5
459	2
454	6
450	14
593	11
563	6
568	5
543	10
313	4
615	4
545	11
572	7
308	3
274	5
214	5
231	2
661	13
529	8
612	14
701	12
655	6
631	16
607	7
499	11
466	9
637	4
533	7
559	9
338	4
424	3
375	1
659	6
568	2
255	5
610	6
365	3
601	4
606	6
131	3
636	7
308	7
634	4
518	10
654	3
588	6
333	3
100	1
391	7
540	6
415	6
526	9
567	6
656	12
501	5
295	4
649	7
652	7
567	8
644	5
355	2
592	8
668	14
639	5
410	3
608	8
532	7
610	7
617	5
128	2
622	3
461	4
720	16
519	4
551	6
605	6
467	3
518	4
436	6
651	8
495	3
219	0
568	8
300	5
598	7
376	7
625	10
418	5
599	5
259	3
680	6
400	5
328	2
625	7
620	10
517	5
577	6
530	4
518	4
566	6
406	6
617	10
526	10
502	2
193	3
682	12
624	9
469	2
524	1
668	6
278	4
571	3
303	2
592	8
645	15
252	0
695	4
638	2
317	1
582	7
637	8
629	9
112	1
647	4
619	9
109	2
563	7
589	5
584	8
219	0
568	13
602	13
604	5
618	8
641	7
561	10
667	8
251	2
630	4
473	10
326	1
153	3
277	1
601	5
461	2
341	3
593	5
567	5
538	5
293	2
565	12
630	9
568	11
188	1
328	4
285	4
516	2
644	8
301	4
602	4
638	9
575	8
182	6
662	8
671	8
360	5
540	5
606	2
702	14
299	3
644	7
570	6
461	2
611	2
430	5
625	9
216	3
655	11
618	8
573	8
550	7
636	14
618	3
264	2
590	10
352	5
439	6
191	4
507	5
620	7
349	8
407	10
448	10
236	4
336	3
472	5
381	4
646	11
580	5
629	6
633	8
549	3
540	6
244	1
112	3
502	9
469	4
439	1
659	6
621	5
565	0
355	0
107	1
218	3
670	7
256	1
438	9
592	9
687	16
611	3
235	4
283	2
675	6
596	9
281	2
654	4
646	6
537	11
603	10
567	8
503	3
369	4
548	9
617	4
384	8
202	3
544	5
182	1
616	13
358	5
630	3
634	4
688	14
660	5
598	11
611	6
624	15
233	1
632	2
613	12
261	2
335	4
686	14
299	2
590	5
606	7
586	5
472	11
369	0
321	3
205	6
577	11
749	8
746	15
540	10
390	2
307	1
388	9
574	10
616	7
674	4
554	11
450	7
378	5
426	2
679	10
521	11
660	9
421	6
490	5
588	11
533	6
607	6
708	18
353	9
552	13
619	11
615	17
744	17
556	5
510	9
632	7
588	8
372	1
728	7
463	7
591	8
665	11
434	7
639	8
397	13
495	6
230	4
624	8
642	8
511	5
302	2
515	5
355	4
607	11
441	5
463	9
687	6
416	11
750	8
634	3
593	7
613	10
442	10
582	3
603	4
595	15
500	8
357	4
570	16
498	5
111	1
610	11
266	6
612	7
630	6
389	2
454	7
667	10
347	4
299	2
547	5
684	7
647	10
602	4
620	10
625	4
488	6
645	10
230	4
351	5
492	4
541	13
376	4
452	11
625	8
653	12
618	8
602	3
511	9
478	11
679	11
477	3
677	7
316	3
653	5
395	7
404	4
626	3
218	1
614	6
584	14
538	3
159	3
209	3
550	4
662	15
489	13
622	8
164	6
434	6
190	0
535	15
446	4
337	1
531	14
571	2
590	8
448	8
740	4
674	3
592	10
750	3
578	16
442	6
647	8
461	5
618	8
431	1
452	7
591	7
563	6
398	4
562	10
593	2
599	9
629	6
570	7
356	8
539	7
407	7
475	6
436	7
674	4
359	2
253	2
545	4
620	2
457	6
633	11
612	12
578	9
700	7
528	14
561	10
626	7
268	3
483	5
665	5
581	5
422	5
266	0
469	4
260	1
382	2
685	13
634	12
595	4
274	3
582	7
166	2
619	8
291	5
635	4
588	3
646	4
519	7
242	1
699	4
288	5
340	11
650	8
431	4
525	4
626	1
177	1
553	7
614	8
617	11
714	12
371	3
139	1
545	1
559	5
527	12
441	3
534	4
651	13
588	10
311	7
245	4
212	2
392	6
618	7
621	5
482	5
639	6
707	7
431	6
655	11
320	3
286	4
597	10
294	5
193	1
457	8
605	5
454	5
395	5
383	9
450	4
381	5
609	3
585	9
718	4
594	13
667	7
379	4
657	11
402	5
624	4
506	8
440	11
301	2
598	11
679	14
628	17
633	5
585	0
593	8
636	8
342	3
469	9
359	3
220	4
562	14
297	13
366	4
594	9
547	2
442	5
685	5
617	19
443	3
321	3
660	5
681	17
750	7
157	4
274	5
639	10
560	7
575	8
507	8
653	2
406	8
262	1
446	5
667	4
622	9
649	6
329	7
212	1
646	2
674	3
698	13
570	12
364	0
274	5
292	2
696	5
154	2
634	3
639	13
560	1
187	0
607	8
632	7
421	10
534	12
554	5
668	7
609	3
629	6
616	9
629	4
230	4
527	6
661	11
280	3
199	8
639	8
623	7
508	3
362	6
163	1
640	8
373	4
408	7
308	3
666	7
595	9
617	12
618	5
345	2
531	1
627	2
553	11
598	5
417	2
587	8
524	2
452	9
531	6
491	8
430	3
634	9
576	11
554	7
357	8
238	0
579	7
656	5
521	7
253	3
324	3
516	2
190	0
555	7
650	6
600	9
632	8
172	2
417	8
637	4
233	2
364	8
708	15
239	2
219	1
511	6
225	4
650	5
528	4
573	11
688	5
265	0
569	5
173	2
608	7
665	4
624	4
524	9
550	4
614	3
621	5
629	5
232	0
474	5
622	5
349	2
430	8
572	0
618	19
302	4
612	4
570	5
270	1
662	9
748	5
646	5
367	2
632	1
480	10
535	7
300	6
640	8
728	6
545	7
618	7
343	2
647	5
661	8
414	6
688	3
231	3
290	4
504	14
584	9
454	5
597	3
110	2
604	9
429	3
590	3
553	6
578	10
547	8
477	5
417	7
130	3
153	5
368	1
282	14
591	5
429	4
618	10
365	6
541	6
265	6
638	6
649	9
649	3
176	1
613	9
330	6
587	9
187	3
431	5
200	1
391	5
660	4
490	9
618	4
750	4
652	7
350	2
232	0
357	6
215	2
603	5
317	4
657	7
313	3
598	6
641	3
448	10
568	4
265	6
299	7
608	6
207	2
580	7
733	9
615	5
623	9
520	5
635	3
434	8
433	7
258	6
645	8
436	3
437	6
366	3
556	6
559	10
630	5
620	5
570	4
592	11
154	3
643	6
608	4
591	16
280	5
617	8
599	5
282	3
327	3
577	8
653	11
628	7
213	2
680	14
466	16
602	7
640	11
413	3
592	6
500	7
610	1
651	11
597	4
571	2
275	5
290	3
251	0
624	14
433	7
554	7
495	6
596	8
634	5
596	7
208	3
280	1
637	15
720	4
467	5
448	1
628	11
469	6
580	4
627	14
646	11
602	14
621	12
218	3
662	6
599	6
308	4
617	13
651	5
685	6
660	9
648	2
475	6
607	7
648	9
652	4
404	2
613	3
485	3
663	10
618	6
598	11
473	6
597	9
488	7
456	8
485	8
359	8
606	7
655	5
526	4
605	4
334	2
544	8
350	9
206	3
538	21
423	14
637	6
155	2
144	3
175	5
415	6
200	3
512	8
486	7
623	7
265	0
142	3
666	9
251	5
556	6
649	8
637	12
619	5
664	11
460	10
603	7
458	10
268	3
559	6
251	3
669	2
333	4
659	15
593	4
332	3
750	11
647	3
512	12
653	14
488	6
428	4
590	4
591	5
335	0
684	9
631	6
681	4
548	7
707	7
631	3
505	7
573	5
646	6
701	7
575	13
674	5
604	2
152	1
483	9
232	4
627	5
740	8
635	4
582	10
623	7
585	14
670	6
612	8
374	5
695	10
475	9
614	15
549	14
529	13
593	12
266	0
234	6
611	9
210	8
625	7
356	2
163	5
336	4
347	1
562	11
472	2
355	5
433	8
553	12
103	1
472	1
189	2
609	8
695	3
127	3
578	7
605	4
530	3
567	11
635	11
619	5
619	16
660	15
642	9
571	8
495	4
406	5
654	5
618	5
587	10
489	4
459	9
615	6
662	15
309	3
595	16
321	2
153	0
687	11
396	6
489	3
578	8
653	9
551	8
487	2
664	6
587	8
321	3
590	3
583	5
522	8
456	5
523	5
606	9
593	2
563	6
281	1
538	13
301	2
521	10
445	4
602	2
696	10
544	11
747	13
186	0
655	11
397	4
119	3
569	5
543	8
237	5
459	5
631	6
602	6
593	5
334	7
306	3
586	4
369	4
646	8
543	17
581	9
397	8
584	6
664	11
591	7
382	6
579	8
407	2
408	8
126	0
564	8
417	10
445	6
572	12
468	9
602	2
329	2
669	13
644	6
613	3
612	11
629	11
673	9
444	11
618	2
655	8
612	7
632	4
584	1
476	11
628	14
648	10
283	2
608	6
691	6
654	5
434	1
547	6
299	3
532	8
499	7
745	10
586	1
507	4
547	10
160	1
515	5
734	15
258	2
619	4
261	2
358	3
649	11
633	20
631	4
710	6
303	3
665	10
637	6
627	6
613	16
322	4
641	12
604	5
648	7
579	1
575	8
665	11
606	8
323	3
596	6
665	5
600	7
455	5
571	3
351	1
589	6
609	9
662	9
327	0
749	6
653	4
651	5
285	2
615	10
577	3
336	3
454	5
530	4
181	2
248	5
134	1
632	10
587	11
214	3
309	4
601	3
319	3
370	5
573	2
435	6
595	9
453	8
493	5
421	5
570	9
391	1
253	3
592	6
707	7
549	7
630	10
658	11
136	3
697	12
380	2
585	16
642	8
691	8
576	10
599	8
498	7
511	11
629	14
559	6
641	13
173	4
415	4
654	5
622	10
587	11
423	9
470	2
179	2
621	5
106	3
350	4
502	3
389	5
249	0
658	4
393	4
638	8
247	6
259	2
135	3
235	2
196	8
503	7
406	9
594	13
599	6
605	12
517	12
629	4
167	2
619	8
554	6
205	1
638	15
652	12
623	12
583	7
280	6
288	3
668	9
554	4
316	2
513	15
327	2
602	7
578	33
542	11
613	7
312	5
240	3
588	6
314	0
343	4
577	12
547	5
608	7
591	3
338	3
748	5
581	8
623	5
207	1
204	4
475	12
684	10
667	8
572	10
393	5
675	10
603	5
227	0
431	4
573	7
628	6
582	3
642	10
564	5
199	5
539	7
646	16
642	7
522	16
568	4
652	14
527	6
207	4
407	4
567	5
613	3
372	8
662	4
498	4
439	2
550	11
650	2
621	3
614	4
633	11
385	6
669	7
661	6
648	6
382	0
321	3
652	11
583	17
562	6
394	4
204	0
624	10
445	10
598	7
309	3
475	8
312	14
563	2
596	10
548	11
629	4
580	4
617	11
716	11
375	4
610	9
205	3
367	5
627	10
211	3
140	2
621	12
649	8
139	4
679	10
604	7
352	5
609	7
608	9
696	22
486	11
580	16
401	4
587	8
641	20
506	3
575	4
669	10
470	6
385	6
652	7
556	5
590	7
341	7
175	4
288	4
466	4
674	7
441	4
444	9
591	10
645	15
341	6
590	6
672	13
588	10
490	3
580	7
519	1
614	4
641	6
346	11
569	4
665	10
602	9
603	10
171	3
699	20
691	12
364	5
390	7
119	1
604	8
428	2
169	1
617	9
200	0
469	9
622	14
667	8
260	1
479	5
551	10
597	6
618	7
449	6
554	1
573	4
648	9
667	4
640	11
386	3
517	3
645	9
637	11
338	14
342	6
249	2
334	2
559	1
642	6
324	6
526	8
427	2
185	0
414	5
232	7
640	10
641	16
427	8
619	12
583	8
282	4
629	8
402	8
675	14
635	7
461	14
373	6
638	7
534	6
383	8
400	4
331	4
245	6
228	1
395	4
646	6
635	5
677	6
628	6
641	2
579	5
706	5
443	9
348	4
577	3
570	5
644	2
191	1
622	8
606	5
419	5
571	6
456	7
438	4
264	3
384	0
519	3
589	9
532	6
625	6
132	3
614	7
405	6
615	6
410	1
631	6
211	1
568	3
615	5
641	6
515	6
653	16
298	4
448	6
713	5
635	2
648	12
201	4
155	4
554	8
380	5
402	2
254	5
381	6
724	9
547	11
347	6
514	4
165	3
535	5
607	8
596	5
592	5
431	5
322	6
652	8
373	2
582	6
750	8
397	4
556	9
600	13
664	8
597	5
647	7
455	4
133	4
253	2
653	7
382	5
591	6
586	3
169	6
584	11
259	4
201	3
549	11
510	8
583	9
459	5
628	6
536	6
636	6
692	15
616	7
568	7
654	5
439	5
588	8
686	12
523	7
584	22
604	10
283	4
537	13
509	7
667	9
714	12
445	3
517	4
531	3
539	14
608	11
658	14
460	8
366	6
715	15
601	6
529	12
364	5
656	4
560	9
648	7
279	4
665	9
435	0
643	9
560	4
646	10
633	5
509	11
452	9
603	6
569	12
540	4
207	3
621	10
689	8
631	10
317	1
646	7
372	11
608	4
549	6
561	4
210	5
605	5
658	7
621	7
243	2
668	13
627	6
454	8
588	11
385	2
616	4
638	3
644	6
644	16
121	2
614	10
443	4
528	3
585	4
577	13
353	6
505	3
193	1
452	4
312	6
488	4
307	2
536	5
253	2
217	1
240	0
628	7
585	3
207	0
357	5
626	7
338	2
151	1
614	10
557	8
650	8
682	6
415	2
436	2
216	3
427	9
486	4
296	5
397	4
171	1
560	19
156	0
600	5
694	3
280	8
310	5
750	16
625	10
283	6
614	14
704	10
750	15
536	4
622	10
483	15
442	3
628	4
622	17
222	4
674	5
462	6
568	8
386	4
518	7
747	14
679	14
141	7
266	2
428	16
591	17
596	9
602	6
648	16
382	6
583	11
506	4
546	9
638	11
606	7
658	4
570	6
706	13
422	7
620	8
260	7
647	7
615	11
645	11
244	9
611	12
303	4
567	12
589	8
511	12
703	10
651	14
413	12
621	7
611	21
627	15
618	9
534	7
402	12
659	18
177	2
556	4
568	11
572	11
508	6
152	3
634	13
419	8
599	14
476	6
276	7
278	4
540	13
504	3
595	13
655	12
132	2
529	13
587	12
306	1
455	5
597	9
351	5
676	12
488	14
353	5
398	3
665	16
476	3
331	3
473	4
113	0
692	14
385	6
619	2
309	9
628	8
667	10
750	6
648	7
579	6
379	8
631	11
646	8
602	7
592	9
483	6
488	6
631	6
248	3
505	7
618	9
410	5
258	4
381	3
682	8
396	4
330	7
573	11
747	9
420	8
357	5
686	8
548	7
491	15
259	3
235	3
572	6
639	9
493	1
533	8
137	1
246	4
575	8
623	5
606	8
528	7
173	4
343	3
154	0
371	5
750	7
582	6
601	6
601	4
618	1
648	10
297	1
648	1
442	2
601	4
578	4
443	2
565	3
403	7
647	9
571	5
636	5
274	1
637	9
421	3
546	8
684	13
520	3
342	6
219	2
590	3
358	7
525	12
152	0
517	5
665	7
367	5
493	3
529	5
630	5
165	6
578	4
318	4
613	4
351	4
645	6
110	1
257	1
596	3
676	4
484	3
493	5
581	7
432	1
581	9
641	6
427	9
537	3
355	2
336	3
359	6
354	5
389	3
102	0
395	7
626	3
641	6
636	2
604	6
360	3
210	2
658	9
581	3
409	7
649	5
195	3
615	5
622	4
608	11
607	13
512	9
655	6
662	8
282	3
264	3
545	6
593	6
544	11
644	5
600	6
577	4
382	6
200	1
560	6
580	2
493	4
579	12
606	8
278	4
750	14
540	8
311	1
509	2
475	5
529	4
578	7
343	9
540	1
279	5
624	6
672	7
750	8
682	11
668	8
488	1
637	3
567	10
592	7
679	11
352	3
359	5
553	8
652	5
652	5
626	15
428	6
318	4
551	4
334	2
492	5
642	3
402	5
610	7
604	4
656	14
656	8
655	11
607	14
636	8
673	7
307	3
619	7
640	9
665	5
578	6
616	5
655	15
452	3
438	1
288	7
473	2
569	5
650	5
261	2
628	6
437	2
231	5
630	5
703	6
621	4
670	9
441	7
635	6
334	4
257	1
510	9
618	5
520	7
246	1
430	4
632	9
373	3
535	3
666	5
629	9
586	6
677	13
660	4
656	10
688	9
616	5
615	6
239	3
612	14
409	4
686	4
266	2
415	10
692	7
602	6
447	3
612	11
329	4
134	0
501	3
622	6
750	10
590	8
637	4
553	9
530	5
510	3
650	7
444	4
490	7
220	1
443	7
570	9
640	8
631	11
570	8
635	14
259	3
684	10
153	1
282	8
388	6
475	7
608	9
190	4
614	10
385	6
297	8
395	3
585	10
622	12
710	5
629	13
635	13
487	9
519	12
443	7
160	1
621	11
215	4
451	8
483	12
433	10
506	11
180	4
576	7
220	0
618	18
314	6
537	8
288	3
607	8
596	5
666	15
684	7
522	6
607	19
597	14
523	7
627	5
542	5
508	6
716	14
551	6
411	4
558	8
422	8
471	5
235	3
600	6
140	0
531	3
435	5
488	5
659	5
447	5
675	9
310	7
662	8
626	4
572	4
750	9
168	1
352	15
565	5
402	3
635	12
102	4
657	4
284	4
589	1
688	3
641	7
440	5
588	10
560	4
448	8
260	3
638	4
222	3
246	1
572	6
616	6
559	5
655	11
689	14
629	7
552	9
193	0
435	5
319	6
687	9
653	3
550	4
646	16
211	2
662	9
382	9
508	7
210	7
600	13
490	9
486	5
458	3
503	2
133	0
617	6
650	16
601	10
644	4
597	9
334	4
598	13
502	4
657	10
225	2
628	9
563	12
631	12
597	1
438	7
610	4
569	8
268	0
573	4
204	1
675	4
124	2
612	4
593	9
440	4
643	7
612	7
637	6
581	6
453	6
141	4
184	3
251	2
709	4
338	7
678	6
596	16
728	7
593	11
259	4
455	5
170	1
498	3
331	3
642	10
338	2
435	8
211	1
593	6
440	5
616	6
561	7
578	7
510	5
701	6
524	5
606	4
288	2
482	12
631	4
614	8
300	6
267	5
203	1
550	4
513	5
608	6
403	7
709	13
401	7
623	9
482	10
487	8
501	8
650	11
580	13
749	21
480	5
621	9
658	12
384	5
626	19
601	4
460	12
513	10
383	2
623	8
750	10
589	3
638	10
582	7
575	4
300	4
607	9
613	6
603	3
584	4
417	2
668	5
506	7
143	1
194	0
489	7
615	6
195	2
560	4
401	5
189	4
614	6
638	3
750	8
362	3
183	2
345	1
496	7
557	7
620	6
164	4
172	6
637	8
704	5
686	3
529	6
612	7
202	3
493	3
624	10
275	2
574	7
604	5
673	11
642	6
563	5
566	4
613	11
590	8
643	11
612	6
472	7
536	5
501	7
586	11
590	5
568	4
377	3
613	5
533	4
617	14
584	8
512	3
583	8
731	7
750	6
695	4
233	0
595	2
632	8
582	6
602	12
347	13
617	6
569	14
601	7
504	3
637	9
334	2
656	4
603	2
540	1
623	12
588	7
659	7
696	8
569	9
624	9
644	10
627	10
628	12
380	3
580	3
561	5
312	1
164	2
678	8
573	7
584	8
610	9
327	4
674	4
492	4
547	9
683	9
407	6
448	4
626	3
571	10
264	4
620	3
396	5
623	2
456	9
695	8
358	8
692	4
307	6
577	7
152	3
652	10
600	8
318	1
523	3
261	3
424	4
414	11
330	1
214	2
558	9
457	6
660	11
665	11
634	7
171	5
140	1
420	6
176	1
566	5
550	2
462	7
693	4
216	0
507	7
609	7
562	9
267	2
516	1
509	2
662	11
651	6
536	9
618	5
518	16
632	7
670	3
712	7
629	9
621	5
301	6
581	5
748	18
436	11
535	7
738	7
637	4
626	10
610	6
550	5
586	2
597	7
750	12
511	6
573	5
413	4
582	9
609	9
583	12
318	6
537	6
662	18
299	3
569	9
589	7
581	9
556	8
681	11
538	1
732	9
600	6
592	10
543	5
207	1
630	3
203	4
535	8
630	7
241	7
594	7
178	3
594	6
644	4
598	3
617	8
665	10
631	17
601	6
602	15
668	10
460	7
651	5
217	0
358	4
427	7
589	8
589	9
462	7
586	7
355	10
658	15
536	8
639	8
572	14
392	3
617	9
614	25
460	7
602	12
564	10
357	3
595	16
620	3
357	3
615	9
176	3
617	7
660	10
640	8
536	6
526	5
750	17
593	2
164	1
579	10
593	14
623	18
551	1
372	5
483	10
517	2
501	6
699	18
249	1
608	4
284	2
299	6
623	14
355	8
635	15
555	8
738	7
265	3
516	6
670	3
302	2
676	12
648	8
222	2
517	10
438	4
110	0
684	8
600	5
224	2
286	6
199	7
656	9
642	6
635	6
637	8
661	6
727	13
569	12
734	5
402	3
589	8
596	7
476	3
636	13
624	10
174	3
249	4
650	16
590	7
121	1
252	5
651	11
574	11
629	8
249	2
458	2
144	0
606	9
672	13
664	23
196	3
233	5
381	7
543	9
235	0
192	8
445	13
463	12
529	10
609	3
602	8
488	9
224	3
651	18
510	8
582	8
579	8
378	8
216	1
196	3
444	7
308	2
613	12
750	8
611	11
436	3
177	4
318	8
271	4
563	5
425	8
230	3
617	18
531	8
130	1
314	6
574	4
479	6
511	6
280	7
512	5
326	9
687	9
319	7
451	3
271	2
538	7
527	3
340	10
642	6
127	2
506	6
273	10
634	13
606	6
185	5
622	9
126	4
547	8
486	2
500	10
641	9
600	3
180	2
291	7
541	11
685	2
635	6
582	7
657	2
590	12
297	1
680	7
228	3
750	6
427	7
572	6
367	0
